ID,Title,Bias
66295,Top Democrat: Multiple Trump associates ’will probably go to jail’,Left
66480,Trump is playing a dangerous game of chicken with Democrats that could cause healthcare costs to skyrocket,Left
66562,It looks like House Democrats just won a big victory in the Trump-Russia investigation,Left
66563,"Trump’s budget director floats a deal with Democrats on the wall and Obamacare, and they’re not having it",Right
66853,’This is Nixonian’: Democratic lawmakers are comparing the FBI director’s firing to the ’Saturday Night Massacre’,Left
66930,Top Democrats say they won’t vote on a new FBI director until a special prosecutor is appointed,Left
67035,Top Democrat: Documents show Flynn lied to investigators about Russia connections,Left
67071,’What a disgrace’: Senate Democrats blast GOP healthcare bill after latest CBO score,Left
67177,More than 40 House Democrats want Jared Kushner’s security clearance revoked,Left
67199,’Call his bluff’: Mark Cuban tells Democrats how to punch back after Trump pulls out of Paris climate deal,Left
67221,Devin Nunes approved requests for ’unmaskings’ — and now Democrats say he’s ’gone rogue’,Right
67364,Senate Republicans and Democrats agree on new sanctions against Russia,Neutral
67382,Ralph Northam wins Democratic primary for Virginia governor in closely watched race,Left
67414,House Democrats frustrated by Trump’s national-security policies have launched a task force,Neutral
67710,Democratic campaign erupts into firefight after Bernie Sanders ad criticizes Hillary Clinton on Wall Street,Right
67766,Democrats are bracing for a nasty debate between Hillary Clinton and Bernie Sanders,Left
68537,Michigan governor live-tweets Democrats’ Flint debate as candidates demand his resignation over water crisis,Left
68581,LIVE: The big Democratic debate!,Neutral
69143,Hillary Clinton gets booed at Democratic debate after being confronted over Wall Street transcripts,Right
69194,How a major Democratic group is deploying celebrities to shape the 2016 race,Left
69949,Bernie Sanders wants to remind you he’s taking his Democratic primary fight to the convention,Left
69967,Hillary Clinton wins Puerto Rico Democratic presidential primary,Left
70076,Ted Cruz delivers strong message to ’Democrats who are loud champions of the gay and lesbian community’,Left
70097,’It makes even more sense today’: Senate Democrats are reviving a controversial bill after the Orlando massacre,Left
70523,Donald Trump might pick a Democratic retired general as his running mate,Neutral
70622,Obama delivered a clear signal of support for Turkey’s ’democratically elected government’,Left
70760,DNC Chair Debbie Wasserman Schultz will resign after the Democratic convention,Neutral
70777,’A darned shame’: Democrats hoped one thing would be the key toward unity — but many Bernie supporters aren’t buying it,Left
70808,Hillary Clinton formally accepts Democratic nomination for president and trains her fire on Donald Trump,Left
70809,Democrats’ message: We’re the only party left for grown-ups,Left
70827,The Clinton campaign’s computer network was hacked in the wider cyber attack against Democratic organizations,Left
70840,Donald Trump accuses Democrats of trying to ’rig’ upcoming debates with Hillary Clinton,Left
70842,Democrats are now the party of optimism,Left
70846,Republicans and Democrats are both using the same argument to gin up enthusiasm among jaded voters,Neutral
71005,Prominent Democrats are saying Donald Trump leveled an ’assassination’ threat at Hillary Clinton,Left
71066,The Russian cyberattack on the Democratic Party is getting ugly,Right
71266,A college professor wrote a biting explanation for why so many professors are Democrats,Left
71276,The Democrats are failing Obamacare,Right
71323,Debbie Wasserman Schultz wins Florida Democratic nod in House race,Neutral
72080,Why I left the Republican Party to become a Democrat,Left
72106,"Undercover videos lead to Democratic operative’s firing, force another to distance himself from DNC",Right
72159,Curt Schilling surprises Jake Tapper by asking if he can explain why Jews support Democrats,Right
72267,Top Democrat: The FBI helped Trump with its email announcement,Left
72317,Democrats are trolling a top gubernatorial candidate for claiming he doesn’t ’know who the Koch brothers are’,Right
72392,BILL MAHER: Democrats ’made a big mistake’ when we ’cried wolf’ on other Republicans,Right
72466,Trump’s win has shattered the Democratic Party,Right
72468,Why is Trump making nice with Democrats? A theory,Left
72569,Trump and his family have donated thousands to the man who’s now the most powerful Democrat in Washington,Right
72570,’We need to create America 2.0’: Nancy Pelosi gets challenger for Democratic leadership position,Right
72715,Barack Obama could run for Congress in 2018 — and he might be the Democrats’ best hope,Left
72744,"Robert Wolf, Democratic fundraiser and Obama’s top Wall Street adviser, joins Fox as contributor",Right
72799,Photo from the day before the election shows just how sure Democrats were Clinton would win,Left
72803,Democratic senator says Trump’s ’major pivots in foreign policy’ are ’how wars start’,Left
72869,Democrats have no good outcomes if they try to oppose Mattis for Defense Secretary,Right
72986,POLL: Joe Biden is the early 2020 Democratic frontrunner,Left
73001,"North Carolina Republicans just announced a surprise, last-minute lawmaking session, and Democrats are freaking out",Right
73033,’Coup’ in North Carolina: GOP governor signs first of several bills to gut his Democratic successor’s power,Left
73060,Republican and Democratic senators uniting to call for a probe into Russia influencing the US election,Neutral
73140,Trump on Putin’s criticism of Hillary Clinton and Democrats: ’So true!’,Right
73142,Democrats scorch Obama over UN vote condemning Israeli settlements,Right
73154,Democrats think Trump won on economic issues — but exit polls offer a more complicated story,Left
73310,The Ideological Reasons Why Democrats Have Neglected Local Politics,Right
id,title,Neutral
17283,House Republicans Fret About Winning Their Health Care Suit,Left
17311,Republicans Stonewalled Obama. Now the Ball Is in Their Court.,Left
17330,"House Republicans, Under Fire, Back Down on Gutting Ethics Office",Left
17331,"Republican Party, Megyn Kelly, Titanic: Your Wednesday Briefing",Neutral
17332,Turmoil Overshadows First Day of Republican-Controlled Congress,Left
17349,Senate Republicans Open Fight Over Obama Health Law,Right
17352,"In Republicans’ Ethics Office Gambit, a Spectacle of Tweets and Retreats",Left
17390,Republicans’ 4-Step Plan to Repeal the Affordable Care Act,Left
17522,"Republicans, Facing Pressure, Delay Hearings for 4 Trump Cabinet Nominees",Left
17569,Eric Holder to Lead Democrats’ Attack on Republican Gerrymandering,Left
17717,Fear Spurs Support for Health Law as Republicans Work to Repeal It,Left
17742,Republican Men Say It’s a Better Time to Be a Woman Than a Man,Left
17969,Republicans Now Marching With Trump on Ideas They Had Opposed,Left
18016,"Google, in Post-Obama Era, Aggressively Woos Republicans",Left
18209,Republicans Move to Block Rule on Coal Mining Near Streams,Left
18830,Key Republican in Health Law’s Fate Hails From a State That Embraced It,Left
18892,"Desperate for Presidential Leadership, Republicans Find Little",Left
18953,"Across the Country, a Republican Push to Rein In Protesters",Left
19038,House Republicans Unveil Plan to Replace Health Law,Neutral
19069,Why Even Some Republicans Are Rejecting the Replacement Bill,Left
19072,"Republican Party, Central Intelligence Agency: Your Tuesday Evening Briefing",Neutral
19131,Why Republicans Are Battling Republicans on Obamacare Repeal,Left
19133,"Republican Party, C.I.A., Syria: Your Thursday Evening Briefing",Neutral
19166,"Republican Party, ‘Kong: Skull Island’: Your Friday Evening Briefing",Neutral
19222,"Donald Trump, Republican Party, Daylight Saving: Your Weekend Briefing",Neutral
19293,"Republicans, Syria, Geert Wilders: Your Wednesday Evening Briefing",Neutral
19295,"Openly Testy, Republicans Reject the President’s Wiretap Claims",Left
19323,"Republicans, Wilders, Tillerson: Your Thursday Evening Briefing",Neutral
19347,Republicans Start Lining Up to Fight for the N.E.A. and N.E.H.,Right
19459,Trump Warns House Republicans: Repeal Health Law or Lose Your Seats,Left
19487,Leaders Struggle to Unite House Republicans Behind Health Bill,Left
19519,"Gorsuch, London, Republican Party: Your Thursday Evening Briefing",Neutral
19541,"Republicans Land a Punch on Health Care, to Their Own Face",Left
19594,"Dealt a Defeat, Republicans Set Their Sights on Major Tax Cuts",Left
19647,"Repeal of Affordable Care Act Is Back on Agenda, Republicans Say",Left
19846,Republican Health Proposal Would Undermine Coverage for Pre-existing Conditions,Left
19882,"As Latest Health Plan Dies, Republicans Can’t Agree on a Culprit",Left
19909,Senate Republicans Deploy ‘Nuclear Option’ to Clear Path for Gorsuch,Left
20074,"Suburban G.O.P. Voters Sour on Party, Raising Republican Fears for 2018",Left
20075,A Republican Wins in Kansas. It’s Still a Loss for the G.O.P.,Left
20180,"With Uncertainty at Top of Ticket, Republicans Back Off in Some States",Left
20244,"Wary of Trump Effect, Republicans Hope for Split Tickets",Neutral
20252,"Run on a Ticket With Donald Trump? No, Thanks, Many Republicans Say",Left
20292,"With Donald Trump in Charge, Republicans Have a Day of Reckoning",Left
20300,Republican Party Unravels Over Donald Trump’s Takeover,Left
20361,"Republicans Want Their Party to Unify Behind Donald Trump, Poll Shows",Left
20580,"Republicans, Who Warned of Dithering on Ebola, Now Hesitate on Zika",Left
20600,The 5 Types of Trump-Averse Republicans,Left
20669,House Democrats’ Gun-Control Sit-In Turns Into Chaotic Showdown With Republicans,Neutral
20736,House Democrats Release Benghazi Report to Blunt Republican Inquiry,Left
20828,"On Hillary Clinton’s Rough Day, Republicans Rue Missed Chance",Left
20890,"Dallas, Republican Party, Britain: Your Monday Evening Briefing",Neutral
20894,Republicans Begin Hashing Out Details of Convention Platform,Right
20982,"Republican Convention, Baton Rouge, Turkey: Your Monday Evening Briefing",Neutral
20996,"Republican Convention, Hillary Clinton, Roger Ailes: Your Tuesday Evening Briefing",Neutral
21002,Mike Pence’s Journey: Catholic Democrat to Evangelical Republican,Left
21004,Police and Protesters Clash Over Flag Burning at Republican Convention,Neutral
21100,Obama Says Republicans Should Withdraw Support for Trump,Left
21117,How Donald Trump and President Obama Put Republicans in a Bind,Neutral
21181,"Evan McMullin, Anti-Trump Republican, Mounts Independent Presidential Bid",Left
21337,Republicans Running for Congress Struggle With an ‘Albatross’,Left
21823,"College Republicans, Once ‘the Best Party on Campus,’ Endure Taunts Over Trump",Right
21904,"Democrats Rake In Money, Thanks to Suit by Republicans",Left
22055,Split Over Donald Trump Threatens to Tilt Republican States,Left
22134,"Showing Confidence, Hillary Clinton Pushes Into Republican Strongholds",Left
22137,"Trump, Mosul, Republican Party: Your Monday Evening Briefing",Neutral
22266,"Donald Trump, Republican Party, Marijuana: Your Wednesday Evening Briefing",Neutral
22304,Republicans Expand Control in a Deeply Divided Nation,Right
22349,Congressional Republicans Project Unity While Democrats Scramble,Right
22445,Judges Find Wisconsin Redistricting Unfairly Favored Republicans,Left
22506,Republicans Divided Between Romney and Giuliani for Secretary of State,Neutral
22782,Trump Lines Up Establishment Republicans to Vouch for Rex Tillerson,Left
23187,A Republican Congresswoman Has Personal Stake in Transgender Debate,Left
23243,‘I Can Watch It on TV’: Excuses for Republicans Skipping a Donald Trump Convention,Right
23566,"Republican Convention, Turkey, Garry Marshall: Your Wednesday Evening Briefing",Neutral
23947,Gary Johnson’s ‘What Is Aleppo’ Flub Amplifies Skepticism of Republicans,Left
24190,Why Republicans Are Probably Stuck With Donald Trump,Left
24214,Donald Trump Berates Paul Ryan and ‘Disloyal’ Republicans,Left
24241,House Republicans in Close Races Worry Trump’s Problems May Hurt Them,Left
24668,"For Republican Russia Hawks, a Dilemma Named Rex Tillerson",Left
25070,Republican Convention Night 3: What You Missed,Neutral
25390,Donald Trump Vows Retaliation as Republicans Abandon Him,Right
25551,Trump’s Next Battle: Keeping These Republican Senators Happy,Left
25843,Republican Convention Night 4: What You Missed,Neutral
25911,Democrats Step Up Pursuit of House Republicans Left Limping by Donald Trump,Left
26216,"Gun Control Wall, Bolstered by Republicans, Shows a Crack",Left
26424,"From Links to Lucifer to Calls for Execution, Republicans Seethe at Hillary Clinton",Left
26595,Republican Walks Out on Reporter Who Urged Non-Residents at Local Town Hall - Breitbart,Right
26648,Rush Limbaugh on Obamacare 2.0: ’Why Do the Republicans Want to Hurt Trump’s Base?’ - Breitbart,Right
26663,The New Yorker: ‘How Steve Bannon Conquered CPAC and the Republican Party’,Left
26721,Yale College Republicans Hold Barbecue Next to Union Hunger Strike - Breitbart,Right
26840,Chris McDaniel Blasts ’Republican Surrender Caucus’ Over Obamacare Bill,Left
26848,"UK in ’Front Seat’ for US Trade Deal, Top Republicans Confirm",Neutral
26885,Senate Republicans Weigh Options to Lower Health Insurance Premiums - Breitbart,Right
26914,"Trump Invites Republican Congressional Leaders to White House for Healthcare, Tax Reform, Overseas Trip Discussions",Right
26953,Delingpole: Top Physicist and Leading Republicans Urge Trump to Quit Paris Climate Agreement,Right
26970,Gingrich: Freedom Caucus Saved House Republicans From Destructive Vote - Breitbart,Right
27142,Pence Pushes Paul Ryan’s Obamacare Bill on Capitol Hill as House Republicans Push Back - Breitbart,Right
27316,"Democrat Responds to Trump Speech, Calls Himself ’Proud Republican’ - Breitbart",Right
27387,Dem: Charge Republican Who Took Down Anti-Cop Painting - Breitbart,Left
27551,"UC Davis Lied To Us, Say College Republicans, Forcing Us to Cancel MILO Event - Breitbart",Right
27676,College Republicans’ Lawyer Suggests Deploying National Guard If Mayor of Berkeley Cannot Maintain Order - Breitbart,Right
27698,"College Republicans, YAF Sue Berkeley over Ann Coulter Event - Breitbart",Right
27869,Lawyer for Berkeley Republicans in Coulter Case Slams ACLU for Absence - Breitbart,Neutral
27955,Obamacare Repeal Stalled by Moderate Republican Opposition - Breitbart,Right
27964,Feinstein: I’m Worried What 13 White Republican Men Will Do to Health Care - Breitbart,Left
28009,WashPost: ’Never Trump’ Republicans Complain About Never Getting a Job at the New White House - Breitbart,Right
28044,"Kasich: Extreme Republicans, Democrats ’Ought to Be Marginalized’ - Breitbart",Neutral
28105,Parent Activists Outraged as West Virginia Republicans Amend Their Own Bill to Replace Common Core - Breitbart,Neutral
28208,Republican Senators Bill to Defund UN Over Anti-Israel Resolution,Neutral
28331,Republican Backed Jerry Brown’s Gas Tax for $400 Million Pork Project - Breitbart,Right
28371,"Rep. Mo Brooks: ‘Obamacare 2.0’ Is a ‘Republican Welfare Program, the Worst Bill I’ve Ever Faced’",Right
28618,Republicans Clash Over Obamacare Taxes - Breitbart,Right
28649,Republican Study Committee Joins GOP House Leadership Supporting RyanCare Against House Conservatives - Breitbart,Neutral
28655,Pennsylvania Republican Pushing Ban on Private Gun Sales - Breitbart,Right
28661,PINKERTON: How Republicans Should Address the Hostile Obamacare Town Halls,Left
28663,Pennsylvania Republicans Push Bill to Make Gun Owners a ’Protected Class’,Right
28757,"Watch: Hugh Laurie Rips Republicans, Trump At Golden Globes",Left
28764,Big Government Republicans Rebuke Trump Budget - Breitbart,Right
28941,Priebus: The Republican Party ‘Will Be Rewarded’ for Fixing Health Care - Breitbart,Right
28961,Republican Party Targets Four California Democrats in 2018 - Breitbart,Neutral
28992,Donald Trump Mocks ’Resist’ Democrats at Obamacare Meeting with Senate Republicans,Left
29034,Judicial Watch: House Republicans ‘Trying to Destroy’ Office of Congressional Ethics - Breitbart,Left
29050,"Republicans Facing Violence, Death Threats From Left-Wing Activists",Right
29103,"Ann Coulter: A Health Care Plan so Simple, Even a Republican Can Understand! - Breitbart",Left
29106,House Republicans Close to an Obamacare Repeal Deal - Breitbart,Right
29313,House Republicans Humiliated Reverse Plans to Gut House Ethics Oversight - Breitbart,Right
29315,"Bernie Sanders: ’Extraordinary’ That Trump Took On Democrat, Republican, and Media Establishment",Right
29392,"Dems Win Congressional Baseball Game, Give Trophy to Republican Steve Scalise - Breitbart",Right
29600,"Mike Pence: ‘We Need Every Republican in Congress,’ Every American for Healthcare ‘Battle’",Right
29824,Survey of Viewership in Swing State Market Shows Republicans Abandoning ESPN in Droves - Breitbart,Right
29930,"Exclusive — New Web Ad Targets Paul Ryan’s Obamacare 2.0, Questions If Republicans Will Keep Promise to Repeal - Breitbart",Right
29971,House Republican Leaders Fear Evan McMullin May Have Spied on Them - Breitbart,Right
30117,Republicans Complain Planned Parenthood Defunding Provision Endangering Obamacare Repeal - Breitbart,Right
30342,"Jerusalem Unity Day: Republicans, Democrats Join Forces To Celebrate Israel’s Eternal Capital - Breitbart",Neutral
30384,Poll: 21% of American Voters Approve of Republican Healthcare Plan,Left
30453,California Dems vs. Congressional Republicans over Endangered Species Act - Breitbart,Neutral
30460,Homeschoolers Revolt Against Republican School Choice Bill - Breitbart,Left
30596,Pelosi: Republicans Should Tell Trump He’s ’Bringing Dishonor’ to the Presidency - Breitbart,Left
30625,Sanders: My Republican Colleagues Are ’Cowardly’ - Breitbart,Left
30706,Republican Hindu Coalition Founder: Steve Bannon ’An Absolutely Great Guy’,Right
30722,"Pelosi: When Republicans Voted For Trump, It Was Like ’Any Mammal Will Do’ - Breitbart",Left
30804,"Frank Luntz: Obama on a ’FU Tour,’ Trying to ’Settle Scores’ With Republicans - Breitbart",Left
30891,"GOP Sen Cotton: If Dems Filibuster, ’Republicans Will Do What We Must’ to Confirm Gorsuch - Breitbart",Right
30917,"Bill Kristol Backs ’Deep State’ over President Trump, Republican Government - Breitbart",Right
30975,Republican Leadership Considers Removing ’Premium Surcharge’ Mandate in Healthcare Replacement Bill - Breitbart,Right
30981,House Republicans Unveil Bullet Points for Obamacare Repeal - Breitbart,Right
31066,’RESIST!’: Democrats Turn ’Ideas Conference’ into Republican Hatefest,Right
31069,"Caitlyn Jenner: Harder to Come Out as Trans Than as Republican, Lot of Pressure to be a Single-Issue Voter - Breitbart",Right
31140,"Berkeley College Republicans, YAF Threaten Legal Action over Ann Coulter Berkeley Event - Breitbart",Neutral
31159,Joy Behar: Republican Party ’Enabling’ Trump’s ’Mental Illness on a Daily Basis’ - Breitbart,Left
31168,Republican Senate Hawks Praise Donald Trump for Bombing Syria,Right
31184,Election Eve Poll in Georgia’s Sixth Congressional District: Republican Handel Leads by 2 - Breitbart,Right
31220,University of Georgia Socialist Group Under Police Investigation After Calling for Beheading Republicans - Breitbart,Left
31255,Tancredo: Have Congressional Republican Leaders Joined the ’Resistance’?  - Breitbart,Neutral
31378,Coulter on Berkeley Speech Cancellation and Trump Wall Funding: ’Can Republicans Ever Win Now?’ - Breitbart,Right
31579,Eureka! Every California Republican Votes to Replace Obamacare - Breitbart,Right
31649,WATCH: College Republicans Lawyer Eviscerates UC Berkeley In Press Conference - Breitbart,Right
31787,"Pelosi on Shooting: ’On Days Like Today, There are no Democrats or Republicans’ - Breitbart",Neutral
31963,Pat Caddell Grades First 100 Days: Donald Trump C+ Dems F Republicans F-,Neutral
32017,Dems Taunt Republicans with ‘Na Na Na Na’ Chant After Passage of Revised American Health Care Act - Breitbart,Right
32076,Dem Strategist James Devine Launches Hashtag #HuntRepublicanCongressmen After Steve Scalise Shooting,Right
32122,MLB Commissioner Manfred Issues Statement on Republican Baseball Practice Shooting - Breitbart,Right
32135,Report: Alexandria Attacker Carried List of Republicans Marked for ’Assassination’ - Breitbart,Right
32200,Paul Ryan: House Republicans Might Force Donald Trump to Work With Democrats on Health Care,Right
32296,Graham Calls Republicans Celebrating Russian Interference a ’Political Hack’ - ’You’re Not a Patriot’ - Breitbart,Right
32329,Virgil: ‘Getting There Firstest with the Mostest’ -- How Republicans Can Stop Losing and Start Winning on Healthcare Reform,Right
32399,Washington Post’s Chief Correspondent Trolls Republicans to Turn on President Trump,Left
32419,36 Top State Republican Party Attorneys Sign Letter Supporting Judge Neil Gorsuch for SCOTUS - Breitbart,Right
32579,Senate Republicans Face Increasing Pressure to Pass Health Care Reform Before August Recess - Breitbart,Right
32661,Exclusive—Regnery: Anti-Trump Democrats’ Best Allies Are Senate Republicans - Breitbart,Left
32699,Republican National Committee Raises Record $41.5 Million in 2017,Right
32925,**Georgia Special Election Livewire** Democrat Ossoff Versus Republican Handel - Breitbart,Right
32965,Police Investigate After Fullerton Lecturer Allegedly Assaults College Republican - Breitbart,Right
32987,Dartmouth Survey: Liberal Students Would Be Uncomfortable Living with a Republican - Breitbart,Left
33030,Tancredo on Sessions Flap: Democrats’ Ferocious Malevolence Matched by Congressional Republicans’ Cowardice - Breitbart,Right
33315,Senate Republicans Hope to Question Loretta Lynch on Conduct in Clinton Email Case,Right
33358,"College Republicans, YAF Demand Ann Coulter Berkeley Event Follow Original Schedule - Breitbart",Right
33381,"WWE Wrestler Glenn Jacobs, Aka Kane, Will Run as Republican for County Mayor in Tennessee - Breitbart",Right
33439,Boehner: Republicans Won’t Pass Obamacare’s Repeal and Replace - Breitbart,Right
33533,Nancy Pelosi: Republicans Being ’Sanctimonious’ About Colleague Getting Shot by Partisan - Breitbart,Right
33596,Rubio: Any of the 16 Republicans Who Ran For President Would Have Nominated Gorsuch - Breitbart,Right
33862,Sen. Tom Cotton to House Republicans: ‘Start Over’ on Health Care,Neutral
34059,Report: James T. Hodgkinson Belonged to ’Terminate the Republican Party’ Facebook Group,Neutral
34101,Schumer: Trump’s Border Wall Won’t ’Get the Votes on Either the Democratic or Republican Side’ - Breitbart,Right
34127,Repeal and Repent! Jerry Brown Demands Republican ’Penance’ on Obamacare - Breitbart,Right
34182,Schumer: Obamacare Exchanges Are Having Problems Because of Trump and Republicans - Breitbart,Right
34233,Republican Senator: Honor D-Day Vets by Voting,Right
34475,DePaul College Republicans: We Want Our Money Back Too - Breitbart,Right
34533,"Trump, Cruz, Kasich ALL Back Down From RNC ’Pledge’ To Support Republican Candidate ’Regardless Of Who It Is’ - Breitbart",Right
34561,Schumer: ’Republicans Are Plotting a War on Seniors Next Year’ - Breitbart,Left
34639,Cillizza﻿: Obama ’The Greatest Thing That Happened to the Republican Party’ - Breitbart,Right
34667,Romney Gathers #NeverTrump Republicans At Utah Conclave - Breitbart,Left
34725,The Blaze’s Loesch: Donald Trump ‘Is Basically the White Republican Barack Obama’ - Breitbart,Right
34741,Ted Cruz Booed as He Tells Republicans: ’Vote Your Conscience’,Left
34874,Poll: Republican Voters Ready to Stand by Trump Despite Lewd Comments Video - Breitbart,Right
34892,"Yes, Republican Jews Support Donald Trump - Breitbart",Right
34943,Marco Rubio Defies Republican Primary History: ‘There’s Never Been a Race Like This’ - Breitbart,Right
35010,Ann Coulter to Milo: The Republican Party Is Full of ’Pussies’ - Breitbart,Left
35088,Senate Judiciary Committee Republicans Vow: No Hearings on Supreme Court Nominee - Breitbart,Neutral
35089,Newt Gingrich Goes for VP: ’I Endorse Trump ... I Want to Work Very Hard for the Republican Nominee’ - Breitbart,Right
35130,Gay Hispanic Republican: Anti-Trump Thugs Broke My Nose,Right
35269,’The Republican Obama’: Trump Raises $100 Million From Small Donors in Less Than Three Months - Breitbart,Right
35296,NYT: Republican Elites Weigh ’Who Can Save the GOP’ - Breitbart,Right
35308,’Let Me Be Clear:’ Paul Ryan Refuses 2016 Republican Nomination Race - Breitbart,Right
35310,Ohio University Offers ’Safe Space’ for Students Triggered by Republican National Convention - Breitbart,Right
35333,Mitch McConnell: Four Years of Hillary Clinton ’Enough to Unify Republicans’ - Breitbart,Left
35403,Harvard Republicans: Donald Trump Is ’Poisoning Our Children’,Left
35460,Brian Williams: ’Republicans Own the Excitement’ of the 2016 Race - Breitbart,Right
35587,Hillary Clinton: Republicans ’Dishonor’ Constitution by Vowing to Block Scalia Replacement - Breitbart,Neutral
35796,Cruz Pitch To Republican Jewish Coalition: Trump’s Nomination ‘A Bloodbath Of Walter Mondale Proportions’ - Breitbart,Left
35832,O’Malley: ’Many Self-Respecting Republicans’ Are Not Supporting Trump’s ’Fascist Appeals’ - Breitbart,Right
35890,AP Poll: 86% of Republicans Think Donald Trump Can Win General Election - Breitbart,Right
35952,Log Cabin Republicans Call for Obama to Say ’Radical Islam’,Left
36159,"Hogan Gidley to Mitt Romney, ’Never Trumpers’: ’What Have They Given us as Republicans?’ - Breitbart",Left
36302,"Brand Battle: Hillary Clinton’s Reputation Down With Democrats, While Trump Gains with Republicans - Breitbart",Right
36339,Republican Establishment Flees Trump over 2005 Comments,Left
36412,Republicans May Be Positioned to Win Filibuster-Proof Senate Majority in 2018 - Breitbart,Right
36476,Establishment Republicans Blast Never-Trumpers for ’Moral Preening’ - Breitbart,Right
36501,Caddell Calls Out ’Stupidity of Republicans’ in Internet Takeover Debate,Left
36624,Paul Ryan: Vote Republican - Breitbart,Right
36626,Donald Trump and Barack Obama: Proof Republicans and Democrats Live on Different Planets - Breitbart,Neutral
36643,200 House Republicans Give Trump Two Standing Ovations on Capitol Hill - Breitbart,Right
36884,Sununu: Trump Trying to Bully Delegates and ’Denigrate the Republican Party’ - Breitbart,Left
36954,’Clinton Act of 2016’: Republican Bill Banning Foreign Donations,Left
37009,"Bill Otis: ’Complacency, Forgetfulness, Short-Sightedness’ Driving Republican Support for Prison Sentence ’Reform’ - Breitbart",Left
37077,Pete Hoekstra: ’Cowardly Republicans’ Attacking Trump Because He’s an ’Agent of Change’,Left
37121,Speaker of the House Paul Ryan to Meet with Donald Trump About ’Republican Principles’ - Breitbart,Right
37143,Rob Maness Goes After ’Spineless Republicans’ in Congress Responsible For Allowing Obama’s Gun Control To Move Forward - Breitbart,Right
37148,Dan Stein: Trump Has the Best Immigration Policy Team of Any Republican Candidate in History,Right
37165,Rick Perry: At Contested Convention ’Real Republicans’ Will Support Ted Cruz - Breitbart,Right
37167,The Final Countdown: Republican Debate Grades - Breitbart,Neutral
37258,Mickey Kaus: Rubio Is the Republican John Edwards - Breitbart,Right
37280,15 Times Renee Ellmers Betrayed Republicans,Left
37355,"Buchanan: A ’Never Trumper’ Will Never Be GOP Nominee, ’Bush Republicanism Is Dead’ - Breitbart",Right
37365,Kirsten Powers: ’Hypocrisy’ For Hillary To Criticize Wealthy Republican Donors While Taking PAC Money - Breitbart,Right
37443,Texas Senator Ted Cruz Urges Conservatives to Vote Straight Republican Ticket - Breitbart,Right
37584,Donald Trump Thanks Republican Delegates for Cheering for Gay People’s Protection - Breitbart,Right
37773,Breitbart News Daily: Republican Three-Way… Plus Two - Breitbart,Right
37823,Yale College Republicans Resign After Group Endorses Donald Trump - Breitbart,Left
37902,MILO: ’It’s Not Usual for a Republican Candidate’ to Fill Rooms ’With People as Young as This’ - Breitbart,Right
38091,Franken: Voters Should Be Mad At Republicans for Obamacare - Breitbart,Right
38092,Scott Baio: ’If These Illegals Were Voting Republican There’d Be a 200-Ft Wall Down at the Border’ - Breitbart,Right
38176,The Republican Strategy Following the Death of Justice Antonin Scalia - Breitbart,Right
38240,Congressional Democrats And Republicans Flock To Cuba With Obama - Breitbart,Neutral
38337,White House: Republican Calls For IRS Commissioner To Resign ‘Ridiculous’ - Breitbart,Right
38430,Fear and Loathing in Cleveland: Donald Trump Completes Nationalist Populist Takeover Of GOP At Republican National Convention - Breitbart,Right
38718,Lynne Patton: African-Americans Will ’Finally Vote Republican’ and Swing Election to Trump - Breitbart,Right
38736,Bill Clinton: Republicans Are ’Kind of Scary’,Left
38777,John Sununu: Republicans May ’Look at Alternatives’ if a ‘Disaster’ Candidate Like Trump Becomes Nominee,Left
38859,Trump Should Not Dilute Republican Pro-life Platform - Breitbart,Right
38896,"Republican Voters Reject Mitt Romney, GOP Elites - Breitbart",Left
39114,50% Of NH GOP Feel ’Betrayed By Republican Politicians’ - Breitbart,Left
39263,Ann Coulter on Scalia: ’Craven Coward Republicans in Washington’ Had Better Not Confirm an Obama Nominee - Breitbart,Right
39300,Gerson: ’Republicans Are At A Stage Of Panic In The Republican National Committee’ Over Trump - Breitbart,Left
39566,Gay Republican Activist Removed from AIDS Foundation for Supporting Donald Trump - Breitbart,Right
39764,EXCLUSIVE: Donald Trump Spox Explains Being a Black Republican in New Reality TV Show - Breitbart,Right
39778,Wikileaks: CNN Asked Democrats to Draft Questions for Republican Candidate Interviews - Breitbart,Right
39839,Rubio: I Intend To Live Up To My Pledge To Support The Republican Nominee - Breitbart,Right
39885,Republicans Delay Budget Battle Until After Election - Breitbart,Neutral
39937,Washington Post: ‘Republicans Are Already Treating Clinton’s Presidency as Illegitimate’ - Breitbart,Right
39957,The Hill: ‘Republican Voters Coming Home to Trump’,Right
40009,Gutfeld: We Got ’Suckered’ Into Covering Palin’s Opportunistic Endorsement of ’Rockefeller Republican’ Trump - Breitbart,Right
40108,Olbermann: We’re the ’Victims’ of a Russian Coup - ’Traitorous’ Republicans Are Indifferent - Breitbart,Right
40178,"Mike Pence Meets with House Republican Conference, Shares Transition Updates - Breitbart",Right
40192,Joy Reid: Not True That Republicans Passed Civil Rights for African-Americans That Democrats Opposed - Breitbart,Right
40504,Demystifying the Texas Republican Party Delegate and Convention Process,Right
40510,McConnell: ’It’s Disrespectful’ of the GOP Electorate For Republicans to Not Back Trump - Breitbart,Right
40525,Mia Love Will Not Attend Republican National Convention - Breitbart,Neutral
